index,CAS,smiles,Mapped SMILES,Reactivity,Oxidation Site,Oxidation Site (one hot)
177,33470-10-9,COc1ccccc1C(=O)Cc1ccccc1,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[C:9](=[O:10])[CH2:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,1,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
178,14627-92-0,O=C(Cc1ccccc1)c1cccnc1,[O:1]=[C:2]([CH2:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[c:10]1[cH:11][cH:12][cH:13][n:14][cH:15]1,1,3,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
179,1248988-85-3,Cc1ccc(CC(=O)c2ccccc2)s1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][C:7](=[O:8])[c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[s:15]1,1,6,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
180,111-65-9,CCCCCCCC,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH3:8],1,1,"[1, 0, 0, 0, 0, 0, 0, 0]"
181,105-05-5,CCc1ccc(CC)cc1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][CH3:8])[cH:9][cH:10]1,1,"2,7","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
182,644-08-6,Cc1ccc(-c2ccccc2)cc1,[CH3:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[cH:12][cH:13]1,1,1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
183,5707-44-8,CCc1ccc(-c2ccccc2)cc1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[cH:13][cH:14]1,1,2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
184,104-45-0,CCCc1ccc(OC)cc1,[CH3:1][CH2:2][CH2:3][c:4]1[cH:5][cH:6][c:7]([O:8][CH3:9])[cH:10][cH:11]1,1,3,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
185,1209228-43-2,CCCCOc1ccc(CC)cc1,[CH3:1][CH2:2][CH2:3][CH2:4][O:5][c:6]1[cH:7][cH:8][c:9]([CH2:10][CH3:11])[cH:12][cH:13]1,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
186,13049-40-6,CCc1ccc(-c2ccc(CC)cc2)cc1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][c:10]([CH2:11][CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,1,"2,11","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
187,58743-79-6,CCc1ccc(-c2ccc(Br)cc2)cc1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][c:10]([Br:11])[cH:12][cH:13]2)[cH:14][cH:15]1,1,2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
188,37909-95-8,CCCCc1ccc(-c2ccccc2)cc1,[CH3:1][CH2:2][CH2:3][CH2:4][c:5]1[cH:6][cH:7][c:8](-[c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[cH:15][cH:16]1,1,4,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
189,4132-48-3,COc1ccc(C(C)C)cc1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH:7]([CH3:8])[CH3:9])[cH:10][cH:11]1,1,7,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
190,854260-34-7,CCc1ccc(OCc2ccccc2)cc1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([O:7][CH2:8][c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[cH:15][cH:16]1,1,2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
191,7364-20-7,CCc1ccc(C(=O)OC)cc1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[O:9][CH3:10])[cH:11][cH:12]1,1,2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
192,3245-23-6,CCc1ccc(OC(C)=O)cc1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([O:7][C:8]([CH3:9])=[O:10])[cH:11][cH:12]1,1,2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
193,6836-19-7,COc1ccc2c(c1)C(=O)CCC2,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[C:9](=[O:10])[CH2:11][CH2:12][CH2:13]2,1,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
194,2107-69-9,COc1cc2c(cc1OC)C(=O)CC2,[CH3:1][O:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][c:8]1[O:9][CH3:10])[C:11](=[O:12])[CH2:13][CH2:14]2,1,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
195,41492-05-1,CCCCc1ccc(Br)cc1,[CH3:1][CH2:2][CH2:3][CH2:4][c:5]1[cH:6][cH:7][c:8]([Br:9])[cH:10][cH:11]1,1,4,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
196,2049-94-7,CC(C)CCc1ccccc1,[CH3:1][CH:2]([CH3:3])[CH2:4][CH2:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1,1,5,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
197,1823-14-9,C#CCCCc1ccccc1,[CH:1]#[C:2][CH2:3][CH2:4][CH2:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1,1,5,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
198,586-61-8,CC(C)c1ccc(Br)cc1,[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][cH:6][c:7]([Br:8])[cH:9][cH:10]1,1,2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
199,637-59-2,BrCCCc1ccccc1,[Br:1][CH2:2][CH2:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1,1,4,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
200,3875-78-3,Brc1ccc2c(c1)CCCO2,[Br:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[CH2:8][CH2:9][CH2:10][O:11]2,1,8,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
201,13171-00-1,CC(=O)c1cc(C(C)(C)C)cc2c1CCC2(C)C,[CH3:1][C:2](=[O:3])[c:4]1[cH:5][c:6]([C:7]([CH3:8])([CH3:9])[CH3:10])[cH:11][c:12]2[c:13]1[CH2:14][CH2:15][C:16]2([CH3:17])[CH3:18],1,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
202,59793-29-2,COC(=O)Cc1ccc(-c2ccccc2)cc1,[CH3:1][O:2][C:3](=[O:4])[CH2:5][c:6]1[cH:7][cH:8][c:9](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17]1,1,5,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
203,61566-34-5,COC(=O)C(C)c1ccc(CC(C)C)cc1,[CH3:1][O:2][C:3](=[O:4])[CH:5]([CH3:6])[c:7]1[cH:8][cH:9][c:10]([CH2:11][CH:12]([CH3:13])[CH3:14])[cH:15][cH:16]1,1,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
204,211737-28-9,CCCCCCc1ccc(Br)s1,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][c:7]1[cH:8][cH:9][c:10]([Br:11])[s:12]1,1,6,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
205,937-30-4,CCc1ccc(C(C)=O)cc1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([C:7]([CH3:8])=[O:9])[cH:10][cH:11]1,1,2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
206,50604-00-7,CCc1cccc(C(=O)OC)c1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][c:7]([C:8](=[O:9])[O:10][CH3:11])[cH:12]1,1,2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
207,55258-76-9,CCc1ccc(-c2ccccc2)c(F)c1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[c:13]([F:14])[cH:15]1,1,2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
208,2316835-42-2,CCc1ccc2nc(-c3ccccc3)sc2c1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]2[n:7][c:8](-[c:9]3[cH:10][cH:11][cH:12][cH:13][cH:14]3)[s:15][c:16]2[cH:17]1,1,2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
209,2316835-18-2,CCc1ccc2nc(-c3ccccc3)oc2c1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]2[n:7][c:8](-[c:9]3[cH:10][cH:11][cH:12][cH:13][cH:14]3)[o:15][c:16]2[cH:17]1,1,2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
210,2279119-83-2,CCc1ccc2c(c1)oc1ccccc12,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[o:9][c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]21,1,2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
211,120-44-5,COc1ccc(CC(=O)c2ccc(OC)cc2)cc1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][C:8](=[O:9])[c:10]2[cH:11][cH:12][c:13]([O:14][CH3:15])[cH:16][cH:17]2)[cH:18][cH:19]1,1,7,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
212,104-47-2,COc1ccc(CC#N)cc1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][C:8]#[N:9])[cH:10][cH:11]1,1,7,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
213,50561-69-8,COC(=O)CCc1ccc(Cl)cc1,[CH3:1][O:2][C:3](=[O:4])[CH2:5][CH2:6][c:7]1[cH:8][cH:9][c:10]([Cl:11])[cH:12][cH:13]1,1,6,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
214,3742-75-4,O=S(=O)(OCCCc1ccccc1)c1ccccc1,[O:1]=[S:2](=[O:3])([O:4][CH2:5][CH2:6][CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1,1,7,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
215,20574-98-5,C=CCCc1ccc(OC)cc1,[CH2:1]=[CH:2][CH2:3][CH2:4][c:5]1[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]1,1,4,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
216,5406-18-8,COc1ccc(CCCO)cc1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][CH2:8][CH2:9][OH:10])[cH:11][cH:12]1,1,7,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
217,2157488-46-3,COC(=O)C(C)(C)Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1,[CH3:1][O:2][C:3](=[O:4])[C:5]([CH3:6])([CH3:7])[O:8][c:9]1[cH:10][cH:11][c:12]([CH2:13][CH2:14][NH:15][C:16](=[O:17])[c:18]2[cH:19][cH:20][c:21]([Cl:22])[cH:23][cH:24]2)[cH:25][cH:26]1,1,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
218,4501-39-7,CCc1ccc(C2CCCCC2)cc1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([CH:7]2[CH2:8][CH2:9][CH2:10][CH2:11][CH2:12]2)[cH:13][cH:14]1,1,2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
219,1467-05-6,CCc1ccc(CCl)cc1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][Cl:8])[cH:9][cH:10]1,1,2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
220,1207-20-1,CCc1ccc2c(c1)Cc1ccccc1-2,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[CH2:9][c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1-2,1,2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
221,1030825-20-7,Cc1ccc(Br)cc1Cc1ccc(-c2ccc(F)cc2)s1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([Br:6])[cH:7][c:8]1[CH2:9][c:10]1[cH:11][cH:12][c:13](-[c:14]2[cH:15][cH:16][c:17]([F:18])[cH:19][cH:20]2)[s:21]1,1,9,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
222,785-78-4,CC(=O)c1ccc(CCc2ccccc2)cc1,[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([CH2:8][CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17]1,1,9,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
223,2110-18-1,c1ccc(CCCc2ccccn2)cc1,[cH:1]1[cH:2][cH:3][c:4]([CH2:5][CH2:6][CH2:7][c:8]2[cH:9][cH:10][cH:11][cH:12][n:13]2)[cH:14][cH:15]1,1,5,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
224,2227355-48-6,CC(C)(C)c1ccc(CCc2ccccc2)cc1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][c:8]([CH2:9][CH2:10][c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[cH:17][cH:18]1,1,9,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
225,2443386-55-6,Cc1cc(C)c2nc(C3CCCCC3)n(Cc3ccccc3)c2c1,[CH3:1][c:2]1[cH:3][c:4]([CH3:5])[c:6]2[n:7][c:8]([CH:9]3[CH2:10][CH2:11][CH2:12][CH2:13][CH2:14]3)[n:15]([CH2:16][c:17]3[cH:18][cH:19][cH:20][cH:21][cH:22]3)[c:23]2[cH:24]1,1,1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
226,2443387-73-1,Cc1cc2nc(-c3ccccc3)sc2c(C)c1C,[CH3:1][c:2]1[cH:3][c:4]2[n:5][c:6](-[c:7]3[cH:8][cH:9][cH:10][cH:11][cH:12]3)[s:13][c:14]2[c:15]([CH3:16])[c:17]1[CH3:18],1,18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
227,2443387-04-8,Cc1cc2nc(-c3ccccc3)oc2cc1C,[CH3:1][c:2]1[cH:3][c:4]2[n:5][c:6](-[c:7]3[cH:8][cH:9][cH:10][cH:11][cH:12]3)[o:13][c:14]2[cH:15][c:16]1[CH3:17],1,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
228,2443387-81-1,Cc1cc(C)c2c(c1)C(C)(CC(F)(F)F)C(=O)N2C,[CH3:1][c:2]1[cH:3][c:4]([CH3:5])[c:6]2[c:7]([cH:8]1)[C:9]([CH3:10])([CH2:11][C:12]([F:13])([F:14])[F:15])[C:16](=[O:17])[N:18]2[CH3:19],1,1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
229,2443387-82-2,COC(=O)C1(C(=O)OC)CC(=O)N(C)c2c(C)cc(C)cc21,[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][CH3:9])[CH2:10][C:11](=[O:12])[N:13]([CH3:14])[c:15]2[c:16]([CH3:17])[cH:18][c:19]([CH3:20])[cH:21][c:22]21,1,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
230,1235-74-1,COC(=O)C1(C)CCCC2(C)c3ccc(C(C)C)cc3CCC12,[CH3:1][O:2][C:3](=[O:4])[C:5]1([CH3:6])[CH2:7][CH2:8][CH2:9][C:10]2([CH3:11])[c:12]3[cH:13][cH:14][c:15]([CH:16]([CH3:17])[CH3:18])[cH:19][c:20]3[CH2:21][CH2:22][CH:23]12,1,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
231,55689-64-0,COC(=O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,[CH3:1][O:2][C:3](=[O:4])[CH2:5][c:6]1[cH:7][cH:8][c:9]2[c:10]([cH:11]1)[C:12](=[O:13])[c:14]1[cH:15][cH:16][cH:17][cH:18][c:19]1[CH2:20][O:21]2,1,5,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
232,1077-16-3,CCCCCCc1ccccc1,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1,1,6,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
233,3025345-61-0,COc1ccc(CCCOC(=O)C(NC(=O)OC(C)(C)C)C(C)C)cc1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][CH2:8][CH2:9][O:10][C:11](=[O:12])[CH:13]([NH:14][C:15](=[O:16])[O:17][C:18]([CH3:19])([CH3:20])[CH3:21])[CH:22]([CH3:23])[CH3:24])[cH:25][cH:26]1,1,7,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
234,2459764-19-1,CCc1ccc(CCNC(=O)C2CC(F)(F)C2)cc1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][CH2:8][NH:9][C:10](=[O:11])[CH:12]2[CH2:13][C:14]([F:15])([F:16])[CH2:17]2)[cH:18][cH:19]1,1,"2,7","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
235,90139-21-2,CCc1ccc(COC(=O)c2ccccc2)cc1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][O:8][C:9](=[O:10])[c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[cH:17][cH:18]1,1,2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
236,783321-27-7,COc1ccc(CCC(=O)OCCCc2ccccc2)cc1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][CH2:8][C:9](=[O:10])[O:11][CH2:12][CH2:13][CH2:14][c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[cH:21][cH:22]1,1,7,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
237,38842-20-5,CC(C)c1ccc(CCc2ccccc2)cc1,[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][cH:6][c:7]([CH2:8][CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17]1,1,8,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
238,17418-58-5,Nc1c(Oc2ccccc2)cc(O)c2c1C(=O)c1ccccc1C2=O,[NH2:1][c:2]1[c:3]([O:4][c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[cH:11][c:12]([OH:13])[c:14]2[c:15]1[C:16](=[O:17])[c:18]1[cH:19][cH:20][cH:21][cH:22][c:23]1[C:24]2=[O:25],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
239,2872-48-2,COc1cc(N)c2c(c1N)C(=O)c1ccccc1C2=O,[CH3:1][O:2][c:3]1[cH:4][c:5]([NH2:6])[c:7]2[c:8]([c:9]1[NH2:10])[C:11](=[O:12])[c:13]1[cH:14][cH:15][cH:16][cH:17][c:18]1[C:19]2=[O:20],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
240,612-78-2,c1ccc2cc(-c3ccc4ccccc4c3)ccc2c1,[cH:1]1[cH:2][cH:3][c:4]2[cH:5][c:6](-[c:7]3[cH:8][cH:9][c:10]4[cH:11][cH:12][cH:13][cH:14][c:15]4[cH:16]3)[cH:17][cH:18][c:19]2[cH:20]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
241,16294-75-0,O=c1c2ccccc2c2ccc3sc4ccccc4c4ccc1c2c34,[O:1]=[c:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[c:9]2[cH:10][cH:11][c:12]3[s:13][c:14]4[cH:15][cH:16][cH:17][cH:18][c:19]4[c:20]4[cH:21][cH:22][c:23]1[c:24]2[c:25]34,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
242,81-41-4,N#Cc1c(N)c2c(c(N)c1C#N)C(=O)c1ccccc1C2=O,[N:1]#[C:2][c:3]1[c:4]([NH2:5])[c:6]2[c:7]([c:8]([NH2:9])[c:10]1[C:11]#[N:12])[C:13](=[O:14])[c:15]1[cH:16][cH:17][cH:18][cH:19][c:20]1[C:21]2=[O:22],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
243,14289-45-3,O=C(O)C(=O)c1ccc2ccccc2c1,[O:1]=[C:2]([OH:3])[C:4](=[O:5])[c:6]1[cH:7][cH:8][c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2[cH:15]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
244,480-22-8,Oc1cccc2cc3cccc(O)c3c(O)c12,[OH:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[cH:7][c:8]3[cH:9][cH:10][cH:11][c:12]([OH:13])[c:14]3[c:15]([OH:16])[c:17]12,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
245,870259-02-2,C#Cc1cc(C#C)c2ccc3c(C#C)cc(C#C)c4ccc1c2c43,[CH:1]#[C:2][c:3]1[cH:4][c:5]([C:6]#[CH:7])[c:8]2[cH:9][cH:10][c:11]3[c:12]([C:13]#[CH:14])[cH:15][c:16]([C:17]#[CH:18])[c:19]4[cH:20][cH:21][c:22]1[c:23]2[c:24]34,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
246,51726-83-1,O=C(O)c1c[nH]c2c(ccc3ccccc32)c1=O,[O:1]=[C:2]([OH:3])[c:4]1[cH:5][nH:6][c:7]2[c:8]([cH:9][cH:10][c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]23)[c:17]1=[O:18],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
247,2475-45-8,Nc1ccc(N)c2c1C(=O)c1c(N)ccc(N)c1C2=O,[NH2:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[c:7]2[c:8]1[C:9](=[O:10])[c:11]1[c:12]([NH2:13])[cH:14][cH:15][c:16]([NH2:17])[c:18]1[C:19]2=[O:20],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
248,3920-79-4,c1ccc(Nc2cc3ccccc3c3ccccc23)cc1,[cH:1]1[cH:2][cH:3][c:4]([NH:5][c:6]2[cH:7][c:8]3[cH:9][cH:10][cH:11][cH:12][c:13]3[c:14]3[cH:15][cH:16][cH:17][cH:18][c:19]23)[cH:20][cH:21]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
249,771-97-1,Nc1cc2ccccc2cc1N,[NH2:1][c:2]1[cH:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[cH:10][c:11]1[NH2:12],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
250,191-24-2,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,[cH:1]1[cH:2][c:3]2[cH:4][cH:5][c:6]3[cH:7][cH:8][c:9]4[cH:10][cH:11][c:12]5[cH:13][cH:14][cH:15][c:16]6[c:17]([cH:18]1)[c:19]2[c:20]3[c:21]4[c:22]56,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
251,116-63-2,Nc1c(O)cc(S(=O)(=O)O)c2ccccc12,[NH2:1][c:2]1[c:3]([OH:4])[cH:5][c:6]([S:7](=[O:8])(=[O:9])[OH:10])[c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]12,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
252,92-44-4,Oc1cc2ccccc2cc1O,[OH:1][c:2]1[cH:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[cH:10][c:11]1[OH:12],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
